Agent ID,Agent Name,Agent Type,taxonomy ID,taxonomy level,Lineage,Agent properties,HAMAP,Viralzone,Viralzone Link,GOLD
122,Escherichia coli IA2,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/122""> IA2</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
ECOLX
",,,
121,Escherichia coli IA2(pDC1),Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/121""> IA2(pDC1)</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
123,Escherichia coli IH11165,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/123""> IH11165</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            ECO11
		    ",,,
127,Escherichia coli J96,Bacterium,1206108,0,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/127""> J96</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
ECOLX
",,,
124,Escherichia coli J96 HB101/pPAP5,Bacterium,1206108,0,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/124""> J96 HB101/pPAP5</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
125,Escherichia coli J96(JJ122),Bacterium,1206108,0,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/125""> J96(JJ122)</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
126,Escherichia coli J96(pJFK102),Bacterium,1206108,0,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/126""> J96(pJFK102)</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
549,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/549""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/55"">STEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
133,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/133""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
134,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/134""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
135,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/135""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
136,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/136""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
137,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/137""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
138,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/138""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
139,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/139""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
140,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/140""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
141,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/141""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
142,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/142""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
143,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/143""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
144,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/144""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
145,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/145""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
146,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/146""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
147,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/147""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
148,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/148""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
149,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/149""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
150,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/150""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
151,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/151""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/54"">ETEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
152,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/152""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
550,Escherichia coli N/S,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/550""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/54"">ETEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,
156,Escherichia coli N/S Heat-labile enterotoxin,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/155""> N/S</a>, <a href=""/agents/156""> Heat-labile enterotoxin</a>]",,"
            -
		    ",,,
158,Escherichia coli N/S Heat-labile enterotoxin,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/157""> N/S</a>, <a href=""/agents/158""> Heat-labile enterotoxin</a>]",,"
            -
		    ",,,
160,Escherichia coli N/S Heat-labile enterotoxin,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/159""> N/S</a>, <a href=""/agents/160""> Heat-labile enterotoxin</a>]",,"
            -
		    ",,,
162,Escherichia coli N/S Heat-labile enterotoxin,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/161""> N/S</a>, <a href=""/agents/162""> Heat-labile enterotoxin</a>]",,"
            -
		    ",,,
154,Escherichia coli N/S Heat-labile enterotoxin,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/153""> N/S</a>, <a href=""/agents/154""> Heat-labile enterotoxin</a>]",,"
            -
		    ",,,
164,Escherichia coli N/S Heat-labile enterotoxin type I,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/163""> N/S</a>, <a href=""/agents/164""> Heat-labile enterotoxin type I</a>]",,"
            -
		    ",,,
165,Escherichia coli N/S Heat-labile enterotoxin type IIa,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/163""> N/S</a>, <a href=""/agents/165""> Heat-labile enterotoxin type IIa</a>]",,"
            -
		    ",,,
166,Escherichia coli N/S Heat-labile enterotoxin type IIb,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/163""> N/S</a>, <a href=""/agents/166""> Heat-labile enterotoxin type IIb</a>]",,"
            -
		    ",,,
168,Escherichia coli N/S Shiga toxin 1,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/167""> N/S</a>, <a href=""/agents/168""> Shiga toxin 1</a>]",,"
            -
		    ",,,
169,Escherichia coli N/S Shiga toxin 2,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/167""> N/S</a>, <a href=""/agents/169""> Shiga toxin 2</a>]",,"
            -
		    ",,,
170,Escherichia coli N/S Shiga toxin 2c,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/167""> N/S</a>, <a href=""/agents/170""> Shiga toxin 2c</a>]",,"
            -
		    ",,,
171,Escherichia coli N/S Shiga toxin 2d,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/167""> N/S</a>, <a href=""/agents/171""> Shiga toxin 2d</a>]",,"
            -
		    ",,,
174,Escherichia coli N/S Shiga toxin 2e,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/173""> N/S</a>, <a href=""/agents/174""> Shiga toxin 2e</a>]",,"
            -
		    ",,,
172,Escherichia coli N/S Shiga toxin 2e,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/167""> N/S</a>, <a href=""/agents/172""> Shiga toxin 2e</a>]",,"
            -
		    ",,,
176,Escherichia coli N/S Verotoxin,Toxin,562,2,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/175""> N/S</a>, <a href=""/agents/176""> Verotoxin</a>]",,"
            -
		    ",,,
128,Escherichia coli PN7,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/128""> PN7</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
ECOLX
",,,
129,Escherichia coli R45,Bacterium,562,1,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/129""> R45</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
ECOLX
",,,
132,Escherichia coli Recombinant HB101,Bacterium,634468,0,"[<a href=""/agents/113""> Escherichia</a>, <a href=""/agents/114""> coli</a>, <a href=""/agents/132""> Recombinant HB101</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/2"">Facultative anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/13"">Pathogenicity</a> : <a href=""/agentProperties/56"">UPEC</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/14"">Bacillus</a> </p>]","
            -
		    ",,,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=6599"" target=""_new"">6599</a></p>]"
